,artist,song,genres,year,key,mode,duration,bpm
6238,Queen,The March of the Black Queen,Rock,1974,A,minor,6:33,114BPM
6239,Spirit,Nature's Way,Rock,1970,,,,
6240,Karen Young,Hot Shot,Dance,1978,G,major,8:38,120BPM
6241,The Rolling Stones,Sweet Black Angel,Rock,1972,G,major,2:58,174BPM
6242,Captain Beefheart and The Magic Band,Tropical Hot Dog Night,Rock,1978,,,,
6243,Uriah Heep,July Morning,Rock,1971,C,minor,8:52,77BPM
6244,AC/DC,Girls Got Rhythm,Rock,1979,,,,
6245,The Jam,David Watts,Rock,1978,A,major,2:55,152BPM
6246,The Who,Summertime Blues,Rock,1970,A,major,3:24,130BPM
6247,Santa Esmeralda,Don't Let Me Be Misunderstood,Dance,1977,,,,
6248,Frank Zappa/The Mothers,Montana,Rock,1973,,,,
6249,Creedence Clearwater Revival,Hey Tonight,Rock,1970,E,major,2:43,129BPM
6250,Teenage Jesus and the Jerks,Orphans,Rock,1978,,,,
6251,David Bowie,Quicksand,Rock,1971,,,,
6252,Bruce Springsteen,She's the One,Rock,1975,,,,
6253,Randy Newman,Old Kentucky Home,Rock,1970,A,major,2:40,91BPM
6254,AC/DC,Riff Raff,Rock,1978,,,,
6255,The Vibrators,Baby Baby,Rock,1977,E,major,3:40,111BPM
6256,Lou Reed,The Kids,Rock,1973,C,major,7:50,126BPM
6257,Kiss,Calling Dr. Love,Rock,1976,,,,
6258,Crowbar,Oh What a Feeling,Rock,1971,D,major,4:20,118BPM
6259,King Crimson,Larks' Tongues in Aspic (Part I),Rock,1973,G,major,13:36,154BPM
6260,Kate and Anna McGarrigle,Complainte pour Ste. Catherine,Rock,1975,,,,
6261,White Plains,My Baby Loves Lovin',Pop,1970,B,major,2:37,131BPM
6262,The Teardrop Explodes,Bouncing Babies,Rock,1979,A,major,2:28,94BPM
6263,Public Image Ltd.,Careering,Rock,1979,B,minor,4:35,131BPM
6264,Nazareth,This Flight Tonight,Rock,1973,G,major,3:23,134BPM
6265,Ashford & Simpson,Found a Cure,Dance,1979,,,,
6266,Roky Erickson,Starry Eyes,Rock,1975,G,major,3:07,154BPM
6267,The Clash,Capital Radio,Rock,1977,E,major,3:20,175BPM
6268,Space [France],"Carry On, Turn Me On",Dance,1977,,,,
6269,The Human League,Empire State Human,Pop,1979,A♯/B♭,minor,3:14,132BPM
6270,The Fall,Industrial Estate,Rock,1979,B,major,2:01,102BPM
6271,ZZ Top,Heard It on the X,Rock,1975,D,major,2:25,114BPM
6272,Norma Jean,Saturday,Dance,1978,,,,
6273,Aerosmith,Draw the Line,Rock,1977,A,major,3:22,143BPM
6274,Thin Lizzy,Waiting for an Alibi,Rock,1979,G♯/A♭,major,3:17,152BPM
6275,AC/DC,High Voltage,Rock,1975,,,,
6276,The Stooges,Raw Power,Rock,1973,,,,
6277,Roky Erickson & Bleibalien,Red Temple Prayer (Two Headed Dog),Rock,1975,,,,
6278,Scorpions,The Sails of Charon,Rock,1978,G,major,4:24,111BPM
6279,Roxy Music,Street Life,Rock,1973,F,minor,3:24,127BPM
6280,Rod Stewart,Gasoline Alley,Rock,1970,E,major,4:07,137BPM
6281,Derek and The Dominos,Bell Bottom Blues,Rock,1970,,,,
6282,Santana,Europa (Earth's Cry Heaven's Smile),Rock,1976,,,,
6283,Led Zeppelin,In the Light,Rock,1975,D,major,8:47,127BPM
6284,"Crosby, Stills, Nash & Young",Almost Cut My Hair,Rock,1970,,,,
6285,David Bowie,Time,Rock,1973,,,,
6286,David Bowie,Beauty and the Beast,Rock,1977,,,,
6287,Yes,Yours Is No Disgrace,Rock,1971,A,major,9:41,141BPM
6288,Debby Boone,You Light Up My Life,Pop,1977,D,major,3:36,78BPM
6289,Mountain,Theme from an Imaginary Western,Rock,1970,C♯/D♭,minor,4:59,150BPM
6290,Detroit,Rock'n Roll,Rock,1971,,,,
6291,Graham Nash,Simple Man,Rock,1971,C,major,2:18,131BPM
6292,The Rolling Stones,Hot Stuff,Rock,1976,E,minor,5:22,100BPM
6293,Rainbow,Kill the King,Rock,1977,C,major,4:31,119BPM
6294,Talking Heads,The Book I Read,Rock,1977,D,minor,4:10,125BPM
6295,Deep Purple,Strange Kind of Woman,Rock,1971,E,major,4:07,126BPM
6296,The J. Geils Band,(Ain't Nothin' But a) Houseparty,Rock,1973,,,,
6297,Van Morrison,You Don't Pull No Punches But You Don't Push the River,Rock,1974,,,,
6298,A Foot in Coldwater,(Make Me Do) Anything You Want,Rock,1972,D,major,5:12,101BPM
6299,Led Zeppelin,Bron-Y-Aur Stomp,Rock,1970,C♯/D♭,major,4:17,108BPM
6300,Graham Nash & David Crosby,Page 43,Rock,1972,,,,
6301,The Moody Blues,I'm Just a Singer (In a Rock and Roll Band),Rock,1972,,,,
6302,The Clash,I'm So Bored with the USA,Rock,1977,,,,
6303,Slade,Merry Xmas Everybody,Rock,1973,G,major,3:44,130BPM
6304,George Thorogood,"One Bourbon, One Scotch, One Beer",Rock,1977,,,,
6305,Michel Polnareff,Holidays,Pop,1972,F,minor,3:20,152BPM
6306,The Adverts,Bored Teenagers,Rock,1977,A,minor,1:45,176BPM
6307,Aerosmith,Come Together,Rock,1978,A,minor,3:45,172BPM
6308,Jeff Wayne,The Eve of the War,Rock,1978,D,minor,9:07,128BPM
6309,David Bowie,D.J.,Rock,1979,,,,
6310,Alain Chamfort,Palais royal,Pop,1979,F♯/G♭,major,4:19,102BPM
6311,Serú Girán,Eiti leda,Rock,1978,B,major,7:00,108BPM
6312,Aerosmith,No More No More,Rock,1975,E,major,4:34,133BPM
6313,Nick Drake,Poor Boy,Pop,1971,C,major,6:07,167BPM
6314,Rush,Xanadu,Rock,1977,F,minor,11:05,141BPM
6315,Thin Lizzy,The Rocker,Rock,1973,D,major,5:15,145BPM
6316,Pointed Sticks,What Do You Want Me to Do,Rock,1978,G♯/A♭,major,2:26,165BPM
6317,Sylvester,Dance (Disco Heat),Dance,1978,D♯/E♭,major,5:52,134BPM
6318,Milton Nascimento,Tudo que você podia ser,Pop,1971,C,major,3:46,94BPM
6319,Talking Heads,I Zimbra,Rock,1979,G♯/A♭,major,3:09,114BPM
6320,Sex Pistols,Seventeen,Rock,1977,G♯/A♭,major,2:08,130BPM
6321,Lynyrd Skynyrd,The Ballad of Curtis Loew,Rock,1974,A,major,4:51,146BPM
6322,Max Berlin,Elle et Moi,Dance,1978,F,minor,7:39,104BPM
6323,David Bowie,Hang on to Yourself,Rock,1972,,,,
6324,T. Rex,Ballrooms of Mars,Rock,1972,G,major,4:08,123BPM
6325,Fabienne Thibeault,Les Uns contre les autres,Pop,1978,G,minor,3:11,70BPM
6326,Styx,Renegade,Rock,1978,G,minor,4:17,106BPM
6327,AC/DC,Walk All Over You,Rock,1979,,,,
6328,Mahavishnu Orchestra,The Noonward Race,Rock,1971,,,,
6329,Kate and Anna McGarrigle,Heart Like a Wheel,Rock,1976,,,,
6330,Joni Mitchell,Paprika Plains,Pop,1977,G,major,16:21,59BPM
6331,Tim Buckley,Monterey,Rock,1970,,,,
6332,Robert Wyatt,Alife,Rock,1974,,,,
6333,Marianne Faithfull,Why'd Ya Do It?,Rock,1979,,,,
6334,Rainbow,Man on the Silver Mountain,Rock,1975,C,major,4:38,107BPM
6335,Nilsson,Gotta Get Up,Pop,1971,,,,
6336,Faces,Pool Hall Richard,Rock,1973,D,major,4:23,151BPM
6337,Rush,Fly by Night,Rock,1975,G,major,3:22,139BPM
6338,Aerosmith,Seasons of Wither,Rock,1974,G,major,5:39,201BPM
6339,Steely Dan,Aja,Rock,1977,G,major,8:00,117BPM
6340,James Gang,Walk Away,Rock,1971,G♯/A♭,major,3:35,103BPM
6341,Pink Floyd,Hey You,Rock,1979,C,major,4:38,112BPM
6342,Dr. Feelgood,Back in the Night,Rock,1975,E,major,3:18,127BPM
6343,The Clash,Safe European Home,Rock,1978,,,,
6344,Focus,Sylvia,Rock,1972,F,major,3:34,109BPM
6345,Van Morrison,Listen to the Lion,Rock,1972,E,major,11:11,148BPM
6346,Ramones,Now I Wanna Sniff Some Glue,Rock,1976,A,minor,1:36,177BPM
6347,Gram Parsons,In My Hour of Darkness,Rock,1974,F,major,3:49,113BPM
6348,Ramones,Gimme Gimme Shock Treatment,Rock,1977,E,major,1:37,204BPM
6349,Ramones,Carbona Not Glue,Rock,1977,,,,
6350,Graham Parker & The Rumour,Heat Treatment,Rock,1976,,,,
6351,Janis Joplin,A Woman Left Lonely,Rock,1971,A♯/B♭,major,3:28,147BPM
6352,Big Star,I'm in Love with a Girl,Pop,1974,,,,
6353,Yes,America,Rock,1972,D,major,10:32,89BPM
6354,Rainbow,Gates of Babylon,Rock,1978,E,major,6:51,130BPM
6355,Positive Force,We Got The Funk,Dance,1979,C,major,4:37,113BPM
6356,The Younger Generation,We Rap More Mellow,Hip Hop,1979,,,,
6357,Chelsea,Right to Work,Rock,1977,G,major,3:04,154BPM
6358,Dave,Du coté de chez swann,Pop,1975,F♯/G♭,minor,3:00,114BPM
6359,Ultravox,Young Savage,Rock,1977,C♯/D♭,major,3:00,161BPM
